iata,lon,iso,status,name,continent,type,lat,size
YCR,-97.75144,CA,1,Cross Lake (Charlie Sinclair Memorial) Airport,NA,airport,54.61306,medium
YCS,-90.71667,CA,1,Chesterfield Inlet Airport,NA,airport,63.333332,medium
YCV,,CA,,Cartierville Airport,NA,closed,,
YCX,,CA,1,CFB Gagetown Heliport,NA,heliport,,
YCY,-68.5,CA,1,Clyde River Airport,NA,airport,70.416664,medium
YCZ,-115.87361,CA,1,Fairmont Hot Springs Airport,NA,airport,50.331944,small
YDA,-139.12083,CA,1,Dawson City Airport,NA,airport,64.041664,medium
YDB,-139.01666,CA,1,Burwash Airport,NA,airport,61.35,medium
YDF,-57.399727,CA,1,Deer Lake Airport,NA,airport,49.21027,medium
YDM,138.8216,CA,1,Ross River Airport,NA,airport,-17.939201,medium
YDN,-100.05,CA,1,Dauphin Barker Airport,NA,airport,51.1,medium
YDO,-72.23333,CA,1,Dolbeau St Felicien Airport,NA,airport,48.86667,medium
YDP,-61.666668,CA,1,Nain Airport,NA,airport,56.533333,medium
YDQ,-120.183334,CA,1,Dawson Creek Airport,NA,airport,55.733334,medium
YED,,CA,1,Edmonton (CFB Namao) Heliport,NA,heliport,,
YEG,-113.584045,CA,1,Edmonton International Airport,NA,airport,53.307377,large
YEK,-94.05,CA,1,Arviat Airport,NA,airport,61.11667,medium
YEL,-82.56306,CA,1,Elliot Lake Municipal Airport,NA,airport,46.352222,medium
YEM,-81.858055,CA,1,Manitoulin East Municipal Airport,NA,airport,45.842777,medium
YEN,-102.96282,CA,1,Estevan Airport,NA,airport,49.207542,medium
YER,-87.833336,CA,1,Fort Severn Airport,NA,airport,56.033333,medium
YET,-116.46667,CA,1,Edson Airport,NA,airport,53.583332,medium
YEU,-85.933334,CA,1,Eureka Airport,NA,airport,80,small
YEV,-133.49767,CA,1,Inuvik Mike Zubko Airport,NA,airport,68.30665,medium
YEY,-78.25,CA,1,Amos Magny Airport,NA,airport,48.552223,medium
YFA,-81.59167,CA,1,Fort Albany Airport,NA,airport,52.24167,medium
YFB,-68.53658,CA,1,Iqaluit Airport,NA,airport,63.75175,medium
YFC,-66.52978,CA,1,Fredericton Airport,NA,airport,45.87316,medium
YFE,-69.066666,CA,1,Forestville Airport,NA,airport,48.75,medium
YFH,-87.89796,CA,1,Fort Hope Airport,NA,airport,51.559345,medium
YTM,-74.75528,CA,1,La Macaza / Mont-Tremblant International Inc Airport,NA,airport,46.515556,medium
YFO,-101.683334,CA,1,Flin Flon Airport,NA,airport,54.683334,medium
YFR,-113.683334,CA,1,Fort Resolution Airport,NA,airport,61.183334,medium
YFS,-121.23333,CA,1,Fort Simpson Airport,NA,airport,61.75,medium
YMN,-59.166668,CA,1,Makkovik Airport,NA,airport,55.166668,medium
YGB,-124.53333,CA,1,Texada Gillies Bay Airport,NA,airport,49.7,medium
YGD,,CA,1,Goderich Airport,NA,airport,,medium
YGH,-128.65,CA,1,Fort Good Hope Airport,NA,airport,66.26667,medium
YGK,-76.59366,CA,1,Kingston Norman Rogers Airport,NA,airport,44.219513,medium
ANG,0.216667,FR,1,Angoulême - Brie - Champniers Airport,EU,airport,45.733334,medium
YGM,-97,CA,1,Gimli Industrial Park Airport,NA,airport,50.666668,medium
YGO,-94.49117,CA,1,Gods Lake Narrows Airport,NA,airport,54.5577,medium
ANX,16.133326,NO,1,"Andøya Airport, Andenes",EU,airport,69.30492,medium
YGQ,-86.93593,CA,1,Geraldton Greenstone Regional Airport,NA,airport,49.779892,medium
APS,-48.966667,BR,1,Anápolis Airport,SA,airport,-16.333332,medium
YGT,-81.816666,CA,1,Igloolik Airport,NA,airport,69.4,medium
YGV,-63.583332,CA,1,Havre St Pierre Airport,NA,airport,50.25,medium
YGW,-77.76667,CA,1,Kuujjuarapik Airport,NA,airport,55.279167,medium
YGX,-94.7,CA,1,Gillam Airport,NA,airport,56.35,medium
YGZ,-82.95722,CA,1,Grise Fiord Airport,NA,airport,76.41778,medium
YQC,-69.63333,CA,1,Quaqtaq Airport,NA,airport,61.333332,medium
CXH,,CA,1,Vancouver Harbour Water Aerodrome,NA,seaplanes,,
YHD,-92.833336,CA,1,Dryden Regional Airport,NA,airport,49.783333,medium
YHE,-121.416664,CA,1,Hope Airport,NA,airport,49.416668,medium
AQP,-71.56799,PE,1,Rodriguez Ballon International Airport,SA,airport,-16.344812,medium
YNS,-76.74167,CA,1,Nemiscau Airport,NA,airport,49.74167,medium
YHI,-117.71667,CA,1,Ulukhaktok Holman Airport,NA,airport,70.71667,medium
YHK,-95.95,CA,1,Gjoa Haven Airport,NA,airport,68.63333,medium
YHM,-79.92631,CA,1,John C. Munro Hamilton International Airport,NA,airport,43.16138,medium
YHN,-84.78333,CA,1,Hornepayne Municipal Airport,NA,airport,49.216667,medium
YHO,-60.229443,CA,1,Hopedale Airport,NA,airport,55.448334,medium
YHR,-59.5,CA,1,Chevery Airport,NA,airport,50.5,medium
YHT,-137.5,CA,1,Haines Junction Airport,NA,airport,60.75,medium
ARU,-50.42611,BR,1,Araçatuba Airport,SA,airport,-21.143612,medium
YHY,-115.778336,CA,1,Hay River / Merlyn Carter Airport,NA,airport,60.845554,medium
YHZ,-63.51425,CA,1,Halifax / Stanfield International Airport,NA,airport,44.88496,large
YIB,-91.61667,CA,1,Atikokan Municipal Airport,NA,airport,48.75,medium
YDG,-65.76667,CA,1,Digby / Annapolis Regional Airport,NA,airport,44.61667,medium
YIF,-58.666668,CA,1,St Augustin Airport,NA,airport,51.216667,medium
YIK,-76.083336,CA,1,Ivujivik Airport,NA,airport,62.416668,medium
YIO,-78,CA,1,Pond Inlet Airport,NA,airport,72.683334,medium
YIV,-94.653046,CA,1,Island Lake Airport,NA,airport,53.856785,medium
YJF,-123.46667,CA,1,Fort Liard Airport,NA,airport,60.25,medium
YJN,-73.333336,CA,1,St Jean Airport,NA,airport,45.333332,medium
YJT,-58.55,CA,1,Stephenville Airport,NA,airport,48.533333,medium
YKA,-120.442024,CA,1,Kamloops Airport,NA,airport,50.70545,medium
LAK,-134.98584,CA,1,Aklavik Airport,NA,airport,68.22222,medium
YKF,-80.385056,CA,1,Waterloo Airport,NA,airport,43.458977,medium
YKJ,-105.61864,CA,1,Key Lake Airport,NA,airport,57.256287,medium
YKL,-64.816666,CA,1,Schefferville Airport,NA,airport,54.783333,medium
AKV,-78.583336,CA,1,Akulivik Airport,NA,airport,60.733334,medium
YKQ,-78.75,CA,1,Waskaganish Airport,NA,airport,51.4875,medium
YKX,-80.03333,CA,1,Kirkland Lake Airport,NA,airport,48.15,medium
YKY,-109.17811,CA,1,Kindersley Airport,NA,airport,51.517605,medium
YKZ,-79.36774,CA,1,Buttonville Municipal Airport,NA,airport,43.86131,medium
YPJ,-69.666664,CA,1,Aupaluk Airport,NA,airport,59.3,medium
YLC,-69.88333,CA,1,Kimmirut Airport,NA,airport,62.85,medium
YLD,-83.352776,CA,1,Chapleau Airport,NA,airport,47.819443,medium
YLH,-87.93,CA,1,Lansdowne House Airport,NA,airport,52.183334,medium
YLJ,-108.666664,CA,1,Meadow Lake Airport,NA,airport,54.5,medium
YSG,-110.075554,CA,1,Lutselk'e Airport,NA,airport,62.41861,medium
YLL,-110.072716,CA,1,Lloydminster Airport,NA,airport,53.31297,medium
YLR,-100.03333,CA,1,Leaf Rapids Airport,NA,airport,56.5,medium
YLT,-62.283333,CA,1,Alert Airport,NA,airport,82.51667,medium
XGR,-65.98333,CA,1,Kangiqsualujjuaq (Georges River) Airport,NA,airport,58.5,medium
YLW,-119.38139,CA,1,Kelowna Airport,NA,airport,49.95154,medium
YMA,-135.87361,CA,1,Mayo Airport,NA,airport,63.61639,medium
YME,-67.51667,CA,1,Matane Airport,NA,airport,48.833332,medium
YMG,-85.86667,CA,1,Manitouwadge Airport,NA,airport,49.083332,medium
YMH,-55.833332,CA,1,Mary's Harbour Airport,NA,airport,52.3,medium
YMJ,-105.53333,CA,1,Moose Jaw Air Vice Marshal C. M. McEwen Airport,NA,airport,50.38333,medium
YML,-70.166664,CA,1,Charlevoix Airport,NA,airport,47.65,medium
YMM,-111.22395,CA,1,Fort McMurray Airport,NA,airport,56.65659,medium
YMO,-80.604164,CA,1,Moosonee Airport,NA,airport,51.29111,medium
YMT,-74.36667,CA,1,Chapais Airport,NA,airport,49.916668,medium
YUD,-76.51833,CA,1,Umiujaq Airport,NA,airport,56.53611,medium
YMX,-74.03,CA,1,Montreal International (Mirabel) Airport,NA,airport,45.666668,medium
YNA,-61.8,CA,1,Natashquan Airport,NA,airport,50.183334,medium
YNC,-78.816666,CA,1,Wemindji Airport,NA,airport,53,medium
YND,-75.56283,CA,1,Ottawa / Gatineau Airport,NA,airport,45.52063,medium
YNE,-97.84583,CA,1,Norway House Airport,NA,airport,53.954166,medium
YNL,-104.08111,CA,1,Points North Landing Airport,NA,airport,58.275,medium
YNM,-77.8,CA,1,Matagami Airport,NA,airport,49.75,medium
YNN,119.23333,CA,1,Nejanilini Lake Airport,NA,airport,-22.766666,medium
HZP,-111.70111,CA,1,Fort Mackay / Horizon Airport,NA,airport,57.381668,small
YOA,-110.61444,CA,1,Ekati Airport,NA,airport,64.69945,medium
YOC,-139.83333,CA,1,Old Crow Airport,NA,airport,67.583336,medium
YOD,-110.25,CA,1,CFB Cold Lake,NA,airport,54.466667,medium
YOH,-95.27668,CA,1,Oxford House Airport,NA,airport,54.934242,medium
YOJ,-117.168335,CA,1,High Level Airport,NA,airport,58.618332,medium
YOO,-78.9,CA,1,Oshawa Airport,NA,airport,43.916668,medium
YOP,-119.4,CA,1,Rainbow Lake Airport,NA,airport,58.5,medium
YOS,-80.8375,CA,1,Owen Sound / Billy Bishop Regional Airport,NA,airport,44.59028,medium
YOW,-75.672775,CA,1,Ottawa Macdonald-Cartier International Airport,NA,airport,45.32083,large
YOY,,CA,1,C J.H.L.(Joe) Lecomte) Heliport,NA,heliport,,
YPA,-105.683334,CA,1,Prince Albert Glass Field,NA,airport,53.216667,medium
YPC,-124.07468,CA,1,Paulatuk (Nora Aliqatchialuk Ruben) Airport,NA,airport,69.35514,medium
YPS,-61.35,CA,1,Port Hawkesbury Airport,NA,airport,45.61667,medium
YPE,-117.44028,CA,1,Peace River Airport,NA,airport,56.22778,medium
YPG,-98.3,CA,1,Southport Airport,NA,airport,49.966667,medium
YPH,-78.166664,CA,1,Inukjuak Airport,NA,airport,58.433334,medium
YPL,-90.208336,CA,1,Pickle Lake Airport,NA,airport,51.208332,medium
YPM,-93.97287,CA,1,Pikangikum Airport,NA,airport,51.817375,medium
YPN,-64.28831,CA,1,Port Menier Airport,NA,airport,49.836533,medium
YPO,-85.433334,CA,1,Peawanuck Airport,NA,airport,54.983334,medium
YPQ,-78.316666,CA,1,Peterborough Airport,NA,airport,44.3,medium
YPR,-130.44083,CA,1,Prince Rupert Airport,NA,airport,54.287224,medium
YPW,-124.5,CA,1,Powell River Airport,NA,airport,49.816666,medium
YPX,-77.166664,CA,1,Puvirnituq Airport,NA,airport,60.033333,medium
YPY,-111.11406,CA,1,Fort Chipewyan Airport,NA,airport,58.76799,medium
YQA,-79.3,CA,1,Muskoka Airport,NA,airport,44.966667,medium
YQB,-71.383385,CA,1,Quebec Jean Lesage International Airport,NA,airport,46.792038,large
YQD,-101.1,CA,1,The Pas Airport,NA,airport,53.966667,medium
YQF,-113.89333,CA,1,Red Deer Regional Airport,NA,airport,52.176945,medium
YQG,-82.96389,CA,1,Windsor Airport,NA,airport,42.274166,medium
YQH,-128.825,CA,1,Watson Lake Airport,NA,airport,60.12361,medium
YQI,-66.083336,CA,1,Yarmouth Airport,NA,airport,43.833332,medium
YQK,-94.35833,CA,1,Kenora Airport,NA,airport,49.7875,medium
YQL,-112.791664,CA,1,Lethbridge County Airport,NA,airport,49.631943,medium
YQM,-64.68123,CA,1,Greater Moncton International Airport,NA,airport,46.104774,medium
YQN,-86.7,CA,1,Nakina Airport,NA,airport,50.166668,medium
YQQ,-124.907814,CA,1,Comox Airport,NA,airport,49.705864,medium
YQR,-104.65519,CA,1,Regina International Airport,NA,airport,50.433327,medium
YQS,-81.2,CA,1,St Thomas Municipal Airport,NA,airport,42.783333,medium
YQT,-89.31167,CA,1,Thunder Bay Airport,NA,airport,48.37184,medium
YQU,-118.873604,CA,1,Grande Prairie Airport,NA,airport,55.177074,medium
YQV,-102.45935,CA,1,Yorkton Municipal Airport,NA,airport,51.264095,medium
YQW,-108.25,CA,1,North Battleford Airport,NA,airport,52.766666,medium
YQX,-54.56333,CA,1,Gander International Airport,NA,airport,48.946667,medium
YQY,-60.05,CA,1,Sydney / J.A. Douglas McCurdy Airport,NA,airport,46.166668,medium
YQZ,-122.50972,CA,1,Quesnel Airport,NA,airport,53.02667,medium
YRA,-117.35,CA,1,Rae Lakes Airport,NA,airport,64.11667,medium
YRB,-94.96667,CA,1,Resolute Bay Airport,NA,airport,74.71667,medium
ATF,-78.7,EC,1,Chachoan Airport,SA,airport,-1.083333,medium
YRJ,-72.26733,CA,1,Roberval Airport,NA,airport,48.522343,medium
YRL,-93.80006,CA,1,Red Lake Airport,NA,airport,51.068764,medium
YRO,-75.76459,CA,1,Ottawa / Rockcliffe Airport,NA,airport,45.4592,medium
YRP,,CA,1,Ottawa / Carp Airport,NA,airport,,medium
ATG,72.25,PE,1,Attock Airport,SA,airport,33.9,medium
YRS,-93.55762,CA,1,Red Sucker Lake Airport,NA,airport,54.16757,medium
YRT,-92.10019,CA,1,Rankin Inlet Airport,NA,airport,62.80998,medium
YRV,-118.166664,CA,1,Revelstoke Airport,NA,airport,51,medium
YSB,-80.79592,CA,1,Sudbury Airport,NA,airport,46.62296,medium
YSC,-71.9,CA,1,Sherbrooke Airport,NA,airport,45.416668,medium
YSD,,CA,1,Suffield Heliport,NA,heliport,,
YSF,-105.83657,CA,1,Stony Rapids Airport,NA,airport,59.251163,medium
YSH,-75.93959,CA,1,Smiths Falls-Montague (Russ Beach) Airport,NA,airport,44.94829,medium
YSJ,-65.8902,CA,1,Saint John Airport,NA,airport,45.32948,medium
YSK,-79.21667,CA,1,Sanikiluaq Airport,NA,airport,56.55,medium
YSL,-67.9,CA,1,St Leonard Airport,NA,airport,47.183334,medium
YSM,-111.96667,CA,1,Fort Smith Airport,NA,airport,60.016666,medium
YCM,-79.166664,CA,1,Niagara District Airport,NA,airport,43.2,medium
YSP,-86.35,CA,1,Marathon Airport,NA,airport,48.75,medium
YSR,,CA,,Nanisivik Airport,NA,closed,,
YST,-94.8516,CA,1,St. Theresa Point Airport,NA,airport,53.846127,medium
YSU,-57.983334,CA,1,Summerside Airport,NA,airport,49,medium
YSY,-125.24104,CA,1,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,NA,airport,71.99145,medium
YTA,-77.24944,CA,1,Pembroke Airport,NA,airport,45.861668,medium
YTE,-76.53333,CA,1,Cape Dorset Airport,NA,airport,64.23333,medium
YTF,-71.642715,CA,1,Alma Airport,NA,airport,48.509655,medium
YTH,-97.8605,CA,1,Thompson Airport,NA,airport,55.79753,medium
YTL,-89.88952,CA,1,Big Trout Lake Airport,NA,airport,53.81594,medium
YTQ,-69.95633,CA,1,Tasiujaq Airport,NA,airport,58.6678,medium
YTR,-77.583336,CA,1,CFB Trenton,NA,airport,44.1,medium
YTS,-81.37164,CA,1,Timmins/Victor M. Power,NA,airport,48.566372,medium
YTZ,-79.39585,CA,1,Billy Bishop Toronto City Centre Airport,NA,airport,43.632023,medium
YUB,-133.025,CA,1,Tuktoyaktuk Airport,NA,airport,69.436386,medium
YUL,-73.74991,CA,1,Montreal / Pierre Elliott Trudeau International Airport,NA,airport,45.457714,large
YUT,-86.25,CA,1,Repulse Bay Airport,NA,airport,66.53333,medium
YUX,-81.25,CA,1,Hall Beach Airport,NA,airport,68.78333,medium
YUY,-78.83056,CA,1,Rouyn Noranda Airport,NA,airport,48.205555,medium
YVB,-65.45808,CA,1,Bonaventure Airport,NA,airport,48.069084,medium
YVC,-105.26066,CA,1,La Ronge Airport,NA,airport,55.15126,medium
YVD,146.18889,CA,1,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,NA,airport,-7.55,medium
YVE,-119.333336,CA,1,Vernon Airport,NA,airport,50.25,medium
YVM,-63.833332,CA,1,Qikiqtarjuaq Airport,NA,airport,67.583336,medium
YVO,-77.78858,CA,1,Val-d'Or Airport,NA,airport,48.052605,medium
YVP,-68.41798,CA,1,Kuujjuaq Airport,NA,airport,58.10024,medium
YVQ,-126.79337,CA,1,Norman Wells Airport,NA,airport,65.277855,medium
YVR,-123.17919,CA,1,Vancouver International Airport,NA,airport,49.1947,large
YVT,-108.46667,CA,1,Buffalo Narrows Airport,NA,airport,55.86667,small
YVV,-81.166664,CA,1,Wiarton Airport,NA,airport,44.666668,medium
YVZ,-94.5,CA,1,Deer Lake Airport,NA,airport,52.666668,medium
YWA,-77.28333,CA,1,Petawawa Airport,NA,airport,45.9,medium
YWG,-97.23333,CA,1,Winnipeg / James Armstrong Richardson International Airport,NA,airport,49.9,large
YWH,,CA,1,Victoria Harbour Seaplane Base,NA,seaplanes,,
BBT,15.788056,CF,1,,AF,airport,4.219167,medium
YWK,-66.874,CA,1,Wabush Airport,NA,airport,52.926315,medium
YWL,-122.04444,CA,1,Williams Lake Airport,NA,airport,52.184723,medium
YWP,-87.36889,CA,1,Webequie Airport,NA,airport,52.95972,medium
YWY,-123.438614,CA,1,Wrigley Airport,NA,airport,63.210556,medium
YXC,-115.787025,CA,1,Cranbrook Airport,NA,airport,49.61437,medium
YXD,-113.51667,CA,1,Edmonton City Centre (Blatchford Field) Airport,NA,airport,53.566666,medium
YXE,-106.69037,CA,1,Saskatoon John G. Diefenbaker International Airport,NA,airport,52.169704,medium
YXH,-110.72083,CA,1,Medicine Hat Airport,NA,airport,50.015835,medium
YXI,,CA,,Bonnechere Airport,NA,closed,,
YXJ,-120.73437,CA,1,Fort St John Airport,NA,airport,56.247883,medium
YXK,-68.55,CA,1,Rimouski Airport,NA,airport,48.433334,medium
YXL,-91.903,CA,1,Sioux Lookout Airport,NA,airport,50.115208,medium
YXN,-92.6,CA,1,Whale Cove Airport,NA,airport,62.233334,medium
YXP,-65.73333,CA,1,Pangnirtung Airport,NA,airport,66.13333,medium
YXQ,-141,CA,1,Beaver Creek Airport,NA,airport,62,medium
YXR,-79.851944,CA,1,Earlton (Timiskaming Regional) Airport,NA,airport,47.697224,medium
YXS,-122.67396,CA,1,Prince George Airport,NA,airport,53.88381,medium
YXT,-128.57445,CA,1,Terrace Airport,NA,airport,54.465557,medium
YXU,-81.14965,CA,1,London Airport,NA,airport,43.02802,large
YXX,-122.361946,CA,1,Abbotsford Airport,NA,airport,49.025555,medium
YXY,-135.06667,CA,1,Whitehorse / Erik Nielsen International Airport,NA,airport,60.716667,medium
YXZ,-84.785835,CA,1,Wawa Airport,NA,airport,47.9625,medium
YYB,-79.42725,CA,1,North Bay Airport,NA,airport,46.356823,medium
YYC,-114.01055,CA,1,Calgary International Airport,NA,airport,51.131393,large
YYD,-127.180275,CA,1,Smithers Airport,NA,airport,54.825558,medium
YYE,-122.583336,CA,1,Fort Nelson Airport,NA,airport,58.833332,medium
YYF,-119.6,CA,1,Penticton Airport,NA,airport,49.46472,medium
YYG,-63.131737,CA,1,Charlottetown Airport,NA,airport,46.285896,medium
YYH,-93.51667,CA,1,Taloyoak Airport,NA,airport,69.53333,medium
YYJ,-123.43096,CA,1,Victoria International Airport,NA,airport,48.640266,large
YYL,-101.066666,CA,1,Lynn Lake Airport,NA,airport,56.86667,medium
YYN,-107.833336,CA,1,Swift Current Airport,NA,airport,50.283333,medium
YYQ,-94.07449,CA,1,Churchill Airport,NA,airport,58.74819,medium
YYR,-60.4124,CA,1,Goose Bay Airport,NA,airport,53.313534,medium
YYT,-52.74334,CA,1,St Johns International Airport,NA,airport,47.61282,medium
YYU,-82.47083,CA,1,Kapuskasing Airport,NA,airport,49.4125,medium
YYW,-88.91173,CA,1,Armstrong Airport,NA,airport,50.29431,medium
YYY,-68.2,CA,1,Mont Joli Airport,NA,airport,48.6,medium
YYZ,-79.61146,CA,1,Lester B. Pearson International Airport,NA,airport,43.681583,large
YZD,-79.46555,CA,1,Downsview Airport,NA,airport,43.74278,medium
YZE,-82.56778,CA,1,Gore Bay Manitoulin Airport,NA,airport,45.885277,medium
YZF,-114.4375,CA,1,Yellowknife Airport,NA,airport,62.470867,medium
YZG,-75.63333,CA,1,Salluit Airport,NA,airport,62.2,medium
YZH,-114.78333,CA,1,Slave Lake Airport,NA,airport,55.3,medium
YZP,-131.81277,CA,1,Sandspit Airport,NA,airport,53.254444,medium
YZR,-82.31111,CA,1,Chris Hadfield Airport,NA,airport,42.997223,medium
YZS,-83.36667,CA,1,Coral Harbour Airport,NA,airport,64.2,medium
YZT,-127.36389,CA,1,Port Hardy Airport,NA,airport,50.680557,medium
YZU,-115.78333,CA,1,Whitecourt Airport,NA,airport,54.15,medium
BJF,29.666668,NO,1,,EU,airport,70.6,medium
YZW,-132.71666,CA,1,Teslin Airport,NA,airport,60.166668,medium
YZX,-118.666664,CA,1,CFB Greenwood,NA,airport,49.166668,medium
YZY,100.660835,CA,1,Mackenzie Airport,NA,airport,38.8075,medium
ZAC,-96.09192,CA,1,York Landing Airport,NA,airport,56.089516,medium
YSN,-119.23333,CA,1,Salmon Arm Airport,NA,airport,50.683334,medium
YDT,-123.183334,CA,1,Burlington Executive,NA,airport,49.183334,small
ZBD,,CA,1,Boundary Bay Airport,NA,airport,,medium
ZBF,-65.73944,CA,1,Ilford Airport,NA,airport,47.629166,medium
ZBF,-65.73944,CA,1,Bathurst Airport,NA,airport,47.629166,medium
ZBM,-72.833336,CA,1,Bromont Airport,NA,airport,45.316666,medium
ZEE,,CA,1,Kelsey Airport,NA,airport,,medium
ZEM,-78.51667,CA,1,Eastmain River Airport,NA,airport,52.25,medium
ZFA,-133.36667,CA,1,Faro Airport,NA,airport,63.216667,medium
ZFD,-107.18119,CA,1,Fond-Du-Lac Airport,NA,airport,59.33421,medium
ZFG,,CA,1,Pukatawagan Airport,NA,airport,,medium
ZFM,-134.95277,CA,1,Fort Mcpherson Airport,NA,airport,67.477776,medium
ZFN,-125.566666,CA,1,Tulita Airport,NA,airport,64.916664,medium
ZGF,-118.433334,CA,1,Grand Forks Airport,NA,airport,49.016666,medium
ZGI,-94.07965,CA,1,Gods River Airport,NA,airport,54.83914,medium
ZGR,-95.46667,CA,1,Little Grand Rapids Airport,NA,airport,52.066666,medium
ZJG,-98.04611,CA,1,Jenpeg Airport,NA,airport,54.519444,medium
ZJN,-101.23333,CA,1,Swan River Airport,NA,airport,52.11667,medium
ZKE,-81.333336,CA,1,Kashechewan Airport,NA,airport,52.333332,medium
YTD,-97.7,CA,1,Thicket Portage Airport,NA,airport,55.316666,medium
MSA,-91.98333,CA,1,Muskrat Dam Airport,NA,airport,53.816666,medium
PIW,-97.333336,CA,1,Pikwitonei Airport,NA,airport,55.7,medium
ZMT,-132.15,CA,1,Masset Airport,NA,airport,54.016666,medium
ZNG,-97.26667,CA,1,Poplar River Airport,NA,airport,53,medium
ZPB,-92.195274,CA,1,Sachigo Lake Airport,NA,airport,53.890556,medium
ZRJ,-91.316666,CA,1,Round Lake (Weagamow Lake) Airport,NA,airport,52.95,medium
ZSJ,-93.23333,CA,1,Sandy Lake Airport,NA,airport,53.033333,medium
ZSN,,CA,1,South Indian Lake Airport,NA,airport,,medium
ZSW,,CA,1,Prince Rupert/Seal Cove Seaplane Base,NA,seaplanes,,
ZTM,-92.08035,CA,1,Shamattawa Airport,NA,airport,55.858505,medium
ZUC,-91.833336,CA,1,Ignace Municipal Airport,NA,airport,49.5,medium
ZUM,-64.10917,CA,1,Churchill Falls Airport,NA,airport,53.56278,small
ZWH,,CA,1,Lac Brochet Airport,NA,airport,,medium
ZWL,-103.1683,CA,1,Wollaston Lake Airport,NA,airport,58.106743,medium
QLD,,DZ,1,Blida Airport,AF,airport,,medium
BUJ,4.15,DZ,1,Bou Saada Airport,AF,airport,35.166668,medium
BJA,5.083333,DZ,1,Soummam Airport,AF,airport,36.75,medium
ALG,3.21167,DZ,1,Houari Boumediene Airport,AF,airport,36.70058,large
DJG,9.488889,DZ,1,Djanet Inedbirene Airport,AF,airport,24.465279,medium
QFD,,DZ,1,Boufarik Airport,AF,airport,,medium
VVZ,8.55,DZ,1,Illizi Takhamalt Airport,AF,airport,26.533333,medium
QSF,5.331111,DZ,1,Ain Arnat Airport,AF,airport,36.18139,medium
BJX,-101.479,MX,1,,NA,airport,20.985699,medium
GJL,5.883333,DZ,1,Jijel Ferhat Abbas Airport,AF,airport,36.8,medium
MZW,-0.242177,DZ,1,Mecheria Airport,AF,airport,33.5354,medium
QZN,0.533333,DZ,1,Relizane Airport,AF,airport,35.833332,medium
AAE,7.811857,DZ,1,Annaba Airport,AF,airport,36.821392,medium
CZL,6.618425,DZ,1,Mohamed Boudiaf International Airport,AF,airport,36.286476,medium
BMY,163.66667,NC,1,,OC,airport,-19.75,medium
BLJ,6.183333,DZ,1,Batna Airport,AF,airport,35.566666,medium
HRM,3.2,DZ,1,Hassi R'Mel Airport,AF,airport,33.166668,medium
TID,1.46946,DZ,1,Bou Chekif Airport,AF,airport,35.343273,medium
TIN,-8.163246,DZ,1,Tindouf Airport,AF,airport,27.701162,medium
QAS,,DZ,1,Ech Cheliff Airport,AF,airport,,medium
TAF,-0.610556,DZ,1,Tafaraoui Airport,AF,airport,35.627777,medium
BNN,12.215772,NO,1,,EU,airport,65.4617,medium
ORN,-0.606108,DZ,1,Es Senia Airport,AF,airport,35.620018,medium
BPG,-52.38333,BR,1,,SA,airport,-15.85,medium
MUW,0.147669,DZ,1,Ghriss Airport,AF,airport,35.208534,medium
EBH,1.094105,DZ,1,El Bayadh Airport,AF,airport,33.717804,small
INF,5.866667,DZ,1,In Guezzam Airport,AF,airport,19.616667,small
BMW,0.926334,DZ,1,Bordj Badji Mokhtar Airport,AF,airport,21.375816,small
AZR,-0.283333,DZ,1,Touat Cheikh Sidi Mohamed Belkebir Airport,AF,airport,27.883333,medium
BSK,5.738056,DZ,1,Biskra Airport,AF,airport,34.79333,medium
ELG,2.864722,DZ,1,El Golea Airport,AF,airport,30.5675,medium
