iata,lon,iso,status,name,continent,type,lat,size
RAJ,70.78235,IN,1,Rajkot Airport,AS,airport,22.308674,medium
RPR,81.73975,IN,1,Raipur Airport,AS,airport,21.18456,medium
SSE,75.933334,IN,1,Solapur Airport,AS,airport,17.633333,medium
STV,72.745255,IN,1,Surat Airport,AS,airport,21.117659,medium
UDR,73.891266,IN,1,Maharana Pratap Airport,AS,airport,24.61919,medium
CMB,79.8865,LK,1,Bandaranaike International Colombo Airport,AS,airport,7.174112,large
ACJ,80.38333,LK,1,Anuradhapura Air Force Base,AS,airport,8.35,medium
BTC,81.67854,LK,1,Batticaloa Airport,AS,airport,7.704878,medium
RML,79.8875,LK,1,Colombo Ratmalana Airport,AS,airport,6.819444,medium
GOY,81.61667,LK,1,Amparai Airport,AS,airport,7.333333,medium
MNH,57.48639,LK,1,Hingurakgoda Air Force Base,AS,airport,23.64111,medium
JAF,80.075,LK,1,Kankesanturai Airport,AS,airport,9.791667,medium
KCT,80.31974,LK,1,Koggala Airport,AS,airport,5.993832,medium
GIU,80.72891,LK,1,Sigiriya Air Force Base,AS,airport,7.955185,small
TRR,81.18189,LK,1,China Bay Airport,AS,airport,8.538984,medium
WRZ,81.238335,LK,1,Weerawila International Airport,AS,airport,6.251667,small
BBM,103.2,KH,1,Battambang Airport,AS,airport,13.116667,medium
KZC,104.583336,KH,1,Kampong Chhnang Airport,AS,airport,12.333333,medium
KKZ,102.96667,KH,1,Kaoh Kong Airport,AS,airport,11.633333,small
KTI,106.05,KH,1,Kratie Airport,AS,airport,12.5,small
PNH,104.84778,KH,1,Phnom Penh International Airport,AS,airport,11.546111,large
RBE,106.98333,KH,1,Ratanakiri Airport,AS,airport,13.666667,medium
REP,103.815926,KH,1,Angkor International Airport,AS,airport,13.408436,large
TNX,106.03333,KH,1,Stung Treng Airport,AS,airport,13.533333,medium
KOS,103.63908,KH,1,Sihanoukville International Airport,AS,airport,10.580739,small
ELX,,VE,1,Isla de Tigre  Heliport,SA,heliport,,
LGY,-71.4,VE,1,Lagunillas Airport,SA,airport,8.516667,small
KTV,-62.416668,VE,1,Kamarata Airport,SA,airport,5.75,small
LAG,-66.933334,VE,1,La Guaira Airport,SA,airport,10.6,small
SFX,-62.38333,VE,1,San Felix Airport,SA,airport,8.216667,small
SVV,-62,VE,1,San Salvador de Paul Airport,SA,airport,7,small
WOK,-61.733334,VE,1,Wonken Airport,SA,airport,5.25,small
IXV,94.816666,IN,1,Along Airport,AS,airport,28.2,medium
IXA,91.244514,IN,1,Agartala Airport,AS,airport,23.8926,medium
AJL,,IN,,Tuirial Airport,AS,closed,,
IXB,88.324814,IN,1,Bagdogra Airport,AS,airport,26.68488,medium
RGH,88.73333,IN,1,Balurghat Airport,AS,airport,25.25,small
SHL,91.88333,IN,1,Shillong Airport,AS,airport,25.566668,medium
BBI,85.81738,IN,1,Biju Patnaik Airport,AS,airport,20.252853,medium
CCU,88.43931,IN,1,Netaji Subhash Chandra Bose International Airport,AS,airport,22.64531,large
COH,89.46667,IN,1,Cooch Behar Airport,AS,airport,26.333332,small
DBD,86.45,IN,1,Dhanbad Airport,AS,airport,23.783333,medium
DAE,94.333336,IN,1,Daporijo Airport,AS,airport,27.5,small
GOP,83.44376,IN,1,Gorakhpur Airport,AS,airport,26.746862,medium
GAU,91.58881,IN,1,Lokpriya Gopinath Bordoloi International Airport,AS,airport,26.105982,medium
GAY,84.94583,IN,1,Gaya Airport,AS,airport,24.746668,medium
IMF,93.897064,IN,1,Imphal Airport,AS,airport,24.76457,medium
PYB,82.63333,IN,1,Jeypore Airport,AS,airport,18.833332,small
IXW,86.16889,IN,1,Jamshedpur Airport,AS,airport,22.813057,medium
JRH,94.1849,IN,1,Jorhat Airport,AS,airport,26.734484,medium
IXQ,91.81556,IN,1,Kamalpur Airport,AS,airport,24.1325,small
IXH,92.00889,IN,1,Kailashahar Airport,AS,airport,24.307222,medium
IXS,92.979256,IN,1,Silchar Airport,AS,airport,24.916018,medium
IXN,91.60333,IN,1,Khowai Airport,AS,airport,24.063889,small
AJL,92.62482,IN,1,Lengpui Airport,AS,airport,23.838985,medium
IXI,94.08889,IN,1,North Lakhimpur Airport,AS,airport,27.290277,medium
LDA,88.15,IN,1,Malda Airport,AS,airport,25.033333,small
DIB,95.021065,IN,1,Dibrugarh Airport,AS,airport,27.482908,medium
DMU,93.772865,IN,1,Dimapur Airport,AS,airport,25.879816,medium
MZU,85.38333,IN,1,Muzaffarpur Airport,AS,airport,26.116667,medium
IXT,95.333336,IN,1,Pasighat Airport,AS,airport,28.016666,small
PAT,85.09067,IN,1,Lok Nayak Jayaprakash Airport,AS,airport,25.59489,medium
IXR,85.32285,IN,1,Birsa Munda Airport,AS,airport,23.318192,medium
RRK,84.81472,IN,1,Rourkela Airport,AS,airport,22.256666,medium
RUP,89.916664,IN,1,Rupsi India Airport,AS,airport,26.15,small
TEZ,92.79611,IN,1,Tezpur Airport,AS,airport,26.710833,medium
VTZ,83.22675,IN,1,Vishakhapatnam Airport,AS,airport,17.728151,small
ZER,93.833336,IN,1,Zero Airport,AS,airport,27.633333,medium
BZL,90.301445,BD,1,Barisal Airport,AS,airport,22.798943,medium
CXB,91.96667,BD,1,Cox's Bazar Airport,AS,airport,21.45,medium
CLA,91.19222,BD,1,Comilla Airport,AS,airport,23.4375,small
CGP,91.81516,BD,1,Shah Amanat International Airport,AS,airport,22.245201,medium
IRD,89.05278,BD,1,Ishurdi Airport,AS,airport,24.133333,medium
JSR,89.160645,BD,1,Jessore Airport,AS,airport,23.17696,medium
LLJ,,BD,1,Lalmonirhat Airport,AS,airport,,small
RJH,88.61667,BD,1,Shah Mokhdum Airport,AS,airport,24.433332,medium
SPD,88.9,BD,1,Saidpur Airport,AS,airport,25.783333,medium
TKR,88.4,BD,1,Thakurgaon Airport,AS,airport,26.016666,small
ZHM,91.92111,BD,1,Shamshernagar Airport,AS,airport,24.398611,small
ZYL,91.870476,BD,1,Osmany International Airport,AS,airport,24.957598,medium
DAC,90.405876,BD,1,Dhaka / Hazrat Shahjalal International Airport,AS,airport,23.848648,medium
HKG,113.93649,HK,1,Chek Lap Kok International Airport,AS,airport,22.315248,large
HKG,,HK,,Hong Kong International Airport Kai Tak,AS,closed,,
HHP,,HK,1,Shun Tak Heliport,AS,heliport,,
SPB,,VI,1,Charlotte Amalie Harbor Seaplane Base,NA,seaplanes,,
SSB,,VI,1,Christiansted Harbor Seaplane Base,NA,seaplanes,,
AGR,77.962776,IN,1,Agra Airport,AS,airport,27.158333,medium
IXD,81.736115,IN,1,Allahabad Airport,AS,airport,25.439722,medium
ATQ,74.8073,IN,1,"Sri Guru Ram Dass Jee International Airport, Amritsar",AS,airport,31.706741,large
BKB,73.3,IN,1,Nal Airport,AS,airport,28.016666,medium
VNS,82.85373,IN,1,Lal Bahadur Shastri Airport,AS,airport,25.449697,medium
KUU,77.1,IN,1,Kullu Manali Airport,AS,airport,31.983334,medium
BUP,74.96667,IN,1,Bhatinda Air Force Station,AS,airport,30.166668,medium
IXC,76.797386,IN,1,Chandigarh Airport,AS,airport,30.674921,medium
DED,78.03333,IN,1,Dehradun Airport,AS,airport,30.316668,medium
DEL,77.10079,IN,1,Indira Gandhi International Airport,AS,airport,28.556555,large
DHM,76.263336,IN,1,Kangra Airport,AS,airport,32.165,medium
GWL,78.23,IN,1,Gwalior Airport,AS,airport,26.293888,medium
HSS,75.8,IN,1,Hissar Airport,AS,airport,29.166668,medium
JDH,73.05055,IN,1,Jodhpur Airport,AS,airport,26.263948,medium
JAI,75.80151,IN,1,Jaipur International Airport,AS,airport,26.820772,medium
JSA,70.9,IN,1,Jaisalmer Airport,AS,airport,26.916668,medium
IXJ,74.84283,IN,1,Jammu Airport,AS,airport,32.68077,medium
KNU,80.4125,IN,1,Kanpur Airport,AS,airport,26.402779,medium
KTU,76.5,IN,1,Kota Airport,AS,airport,25,medium
LUH,75.85,IN,1,Ludhiana Airport,AS,airport,30.9,medium
IXL,77.54746,IN,1,Leh Kushok Bakula Rimpochee Airport,AS,airport,34.14035,medium
LKO,80.884186,IN,1,Chaudhary Charan Singh International Airport,AS,airport,26.764257,medium
IXP,75.63333,IN,1,Pathankot Air Force Station,AS,airport,32.216667,medium
PGH,79.47361,IN,1,Pantnagar Airport,AS,airport,29.031944,medium
SLV,77.15,IN,1,Shimla Airport,AS,airport,31.116667,large
SXR,74.762634,IN,1,Sheikh ul Alam Airport,AS,airport,34.002308,medium
TNI,80.85181,IN,1,Satna Airport,AS,airport,24.564325,medium
AOU,106.833336,LA,1,Attopeu Airport,AS,airport,14.8,small
OUI,102.67083,LA,1,Ban Huoeisay Airport,AS,airport,18.936111,small
LPQ,102.16371,LA,1,Luang Phabang International Airport,AS,airport,19.897055,medium
LXG,101.46667,LA,1,Luang Namtha Airport,AS,airport,21.05,small
ODY,104.166664,LA,1,Oudomsay Airport,AS,airport,20.583332,small
PKZ,105.781296,LA,1,Pakse International Airport,AS,airport,15.136257,medium
ZBY,101.7,LA,1,Sayaboury Airport,AS,airport,19.25,small
ZVK,104.7625,LA,1,Savannakhet Airport,AS,airport,16.553612,medium
NEU,104.066666,LA,1,Sam Neua Airport,AS,airport,20.416668,medium
VNA,106.42611,LA,1,Saravane Airport,AS,airport,15.692778,small
THK,104.816666,LA,1,Thakhek Airport,AS,airport,17.4,small
VTE,102.56772,LA,1,Wattay International Airport,AS,airport,17.975431,medium
XKH,103.36667,LA,1,Xieng Khouang Airport,AS,airport,19.3,small
VMI,-58,PY,1,Dr Juan Plate Airport,SA,airport,-22.25,small
MFM,113.57285,MO,1,Macau International Airport,AS,airport,22.156588,large
VDH,106.59055,VN,1,Dong Hoi Airport,AS,airport,17.515,medium
KON,108.021385,VN,1,Kontum Airport,AS,airport,14.354167,medium
BJH,81.25,NP,1,Bajhang Airport,AS,airport,29.55,small
BHP,87.05,NP,1,Bhojpur Airport,AS,airport,27.183332,small
BGL,83.683334,NP,1,Baglung Airport,AS,airport,28.215279,small
BHR,84.4325,NP,1,Bharatpur Airport,AS,airport,27.67639,small
BJU,81.333336,NP,1,Bajura Airport,AS,airport,29.366667,small
BIT,80.5,NP,1,Baitadi Airport,AS,airport,29,small
BWA,83.42,NP,1,Bhairahawa Airport,AS,airport,27.504168,medium
BDP,88.083336,NP,1,Bhadrapur Airport,AS,airport,26.533333,small
DNP,82.316666,NP,1,Tulsipur Airport,AS,airport,28.116667,small
DHI,80.63333,NP,1,Dhangarhi Airport,AS,airport,28.683332,small
DAP,80.5,NP,1,Darchula Airport,AS,airport,29.666668,small
DOP,82.816666,NP,1,Dolpa Airport,AS,airport,29,small
SIH,80.975,NP,1,Silgadi Doti Airport,AS,airport,29.266666,small
GKH,84.675,NP,1,Gorkha Airport,AS,airport,28,small
JIR,86.23333,NP,1,Jiri Airport,AS,airport,27.633333,small
JUM,82.19194,NP,1,Jumla Airport,AS,airport,29.273611,small
JKR,85.92389,NP,1,Janakpur Airport,AS,airport,26.708332,medium
KTM,85.35657,NP,1,Tribhuvan International Airport,AS,airport,27.699905,medium
LDN,86.71667,NP,1,Lamidanda Airport,AS,airport,27.25,small
LUA,86.73333,NP,1,Lukla Airport,AS,airport,27.683332,small
LTG,85.6,NP,1,Langtang Airport,AS,airport,28.233334,small
NGX,85.36305,NP,1,Manang Airport,AS,airport,27.700556,small
MEY,84.23139,NP,1,Meghauli Airport,AS,airport,27.57639,small
XMG,80.2,NP,1,Mahendranagar Airport,AS,airport,28.966667,small
KEP,81.576385,NP,1,Nepalgunj Airport,AS,airport,28.1325,medium
PKR,83.986115,NP,1,Pokhara Airport,AS,airport,28.197222,medium
PPL,86.6,NP,1,Phaplu Airport,AS,airport,27.516666,small
RJB,86.833336,NP,1,Rajbiraj Airport,AS,airport,26.483334,small
RHP,86.083336,NP,1,Ramechhap Airport,AS,airport,27.333332,small
RUK,82.46667,NP,1,Rukumkot Airport,AS,airport,28.625,small
RUM,86.53333,NP,1,Rumjatar Airport,AS,airport,27.316668,small
SIF,84.979195,NP,1,Simara Airport,AS,airport,27.163563,small
SKH,82.50833,NP,1,Surkhet Airport,AS,airport,28.333332,small
FEB,81.21667,NP,1,Sanfebagar Airport,AS,airport,29.233334,small
IMK,81.816666,NP,1,Simikot Airport,AS,airport,29.966667,small
TMI,87.2,NP,1,Tumling Tar Airport,AS,airport,27.3,small
BIR,87.28333,NP,1,Biratnagar Airport,AS,airport,26.434723,medium
LTU,76.46629,IN,1,Murod Kond Airport,AS,airport,18.409552,medium
AGX,72.17987,IN,1,Agatti Airport,AS,airport,10.828967,medium
BEP,76.9,IN,1,Bellary Airport,AS,airport,15.183333,medium
BLR,77.70556,IN,1,Bengaluru International Airport,AS,airport,13.198889,large
VGA,80.79722,IN,1,Vijayawada Airport,AS,airport,16.529444,medium
CJB,77.03893,IN,1,Coimbatore International Airport,AS,airport,11.031026,medium
COK,76.39053,IN,1,Cochin International Airport,AS,airport,10.155644,large
CCJ,75.950584,IN,1,Calicut International Airport,AS,airport,11.14025,large
CDP,78.78333,IN,1,Cuddapah Airport,AS,airport,14.516667,medium
CBD,92.816666,IN,1,Car Nicobar Air Force Station,AS,airport,9.15,medium
HYD,78.428055,IN,1,"Rajiv Gandhi International Airport, Shamshabad",AS,airport,17.24,large
IXM,78.09112,IN,1,Madurai Airport,AS,airport,9.837471,medium
IXE,74.890144,IN,1,Mangalore International Airport,AS,airport,12.963543,medium
MAA,80.16378,IN,1,Chennai International Airport,AS,airport,12.982267,large
MYQ,76.653,IN,1,Mysore Airport,AS,airport,12.229991,small
IXZ,92.73227,IN,1,Vir Savarkar International Airport,AS,airport,11.650083,medium
PNY,79.81284,IN,1,Pondicherry Airport,AS,airport,11.968967,medium
HYD,78.428055,IN,1,Rajiv Gandhi Airport,AS,airport,17.24,large
RJA,81.82081,IN,1,Rajahmundry Airport,AS,airport,17.109638,medium
SXV,78.166664,IN,1,Salem Airport,AS,airport,11.65,medium
TJV,79.2,IN,1,Tanjore Air Force Base,AS,airport,10.8,small
TIR,79.54293,IN,1,Tirupati Airport,AS,airport,13.635721,small
TRZ,78.70724,IN,1,Tiruchirapally Civil Airport Airport,AS,airport,10.762168,medium
TRV,76.91907,IN,1,Trivandrum International Airport,AS,airport,8.476126,large
WGC,79.6,IN,1,Warangal Airport,AS,airport,17.916668,small
PBH,89.416664,BT,1,Paro Airport,AS,airport,27.433332,medium
FVM,73.43278,MV,1,Fuvahmulah Airport,AS,airport,-0.309444,small
GAN,73.15654,MV,1,Gan International Airport,AS,airport,-0.690003,medium
HAQ,73.16838,MV,1,Hanimaadhoo Airport,AS,airport,6.748433,medium
KDO,73.51667,MV,1,Kadhdhoo Airport,AS,airport,1.883333,medium
YRQ,-72.683334,CA,1,,NA,airport,46.35,medium
KDM,72.99593,MV,1,Kaadedhdhoo Airport,AS,airport,0.491527,medium
VAM,9.458333,MV,1,Villa Airport,AS,airport,55.46389,medium
DMK,100.60667,TH,1,Don Mueang International Airport,AS,airport,13.9125,large
KKM,100.61667,TH,1,Sa Pran Nak Airport,AS,airport,14.8,small
KKM,100.61667,TH,1,Khok Kathiam Airport,AS,airport,14.8,medium
TDX,102.31867,TH,1,Trat Airport,AS,airport,12.273953,medium
BKK,100.752045,TH,1,Suvarnabhumi Airport,AS,airport,13.693062,large
UTP,101.01667,TH,1,U-Tapao International Airport,AS,airport,12.683333,medium
CNX,98.96841,TH,1,Chiang Mai International Airport,AS,airport,18.769573,large
HGN,97.97523,TH,1,Mae Hong Son Airport,AS,airport,19.29968,medium
PYY,98.43571,TH,1,Mae Hong Son Airport,AS,airport,19.371445,small
LPT,99.507225,TH,1,Lampang Airport,AS,airport,18.274166,medium
NNT,100.78333,TH,1,Nan Airport,AS,airport,18.8,medium
PRH,100.16411,TH,1,Phrae Airport,AS,airport,18.131594,medium
CEI,99.878815,TH,1,Chiang Rai International Airport,AS,airport,19.954609,medium
BAO,102.79278,TH,1,Udorn Air Base,AS,airport,17.385,small
PHY,101.19833,TH,1,Phetchabun Airport,AS,airport,16.681944,medium
HHQ,99.95145,TH,1,Hua Hin Airport,AS,airport,12.6274,medium
TKH,100.35,TH,1,Takhli Airport,AS,airport,15.25,medium
MAQ,98.54453,TH,1,Mae Sot Airport,AS,airport,16.700369,medium
THS,99.82222,TH,1,Sukhothai Airport,AS,airport,17.223057,medium
PHS,100.2812,TH,1,Phitsanulok Airport,AS,airport,16.771307,medium
TKT,99.15222,TH,1,Tak Airport,AS,airport,16.878332,medium
UTR,100.24389,TH,1,Uttaradit Airport,AS,airport,17.669443,small
URT,99.143196,TH,1,Surat Thani Airport,AS,airport,9.133865,medium
NAW,101.75,TH,1,Narathiwat Airport,AS,airport,6.516667,medium
CJM,99.361374,TH,1,Chumphon Airport,AS,airport,10.711122,medium
NST,99.95,TH,1,Nakhon Si Thammarat Airport,AS,airport,8.466667,medium
KBV,98.98062,TH,1,Krabi Airport,AS,airport,8.097281,medium
SGZ,100.61667,TH,1,Songkhla Airport,AS,airport,7.183889,medium
PAN,101.15833,TH,1,Pattani Airport,AS,airport,6.777222,medium
USM,100.0628,TH,1,Samui Airport,AS,airport,9.555315,medium
NST,99.95,TH,1,Cha Ian Airport,AS,airport,8.466667,medium
HKT,98.306435,TH,1,Phuket International Airport,AS,airport,8.107619,medium
UNN,98.629166,TH,1,Ranong Airport,AS,airport,9.852778,medium
HDY,100.39356,TH,1,Hat Yai International Airport,AS,airport,6.936764,medium
TST,99.61667,TH,1,Trang Airport,AS,airport,7.5,medium
UTH,102.774506,TH,1,Udon Thani Airport,AS,airport,17.38661,medium
SNO,104.1,TH,1,Sakon Nakhon Airport,AS,airport,17.283333,medium
KKC,102.78749,TH,1,Khon Kaen Airport,AS,airport,16.46467,medium
LOE,101.72187,TH,1,Loei Airport,AS,airport,17.437847,medium
BFV,103.25528,TH,1,Buri Ram Airport,AS,airport,15.226944,medium
NAK,102.31411,TH,1,Nakhon Ratchasima Airport,AS,airport,14.950625,medium
UBP,104.87068,TH,1,Ubon Ratchathani Airport,AS,airport,15.246491,medium
ROI,103.77695,TH,1,Roi Et Airport,AS,airport,16.115278,medium
KOP,104.75,TH,1,Nakhon Phanom Airport,AS,airport,17.4,medium
VUU,35,MW,1,Mvuu Camp Airport,AF,airport,-15.683333,small
BMV,108.05,VN,1,Buon Ma Thuot Airport,AS,airport,12.666667,medium
VCL,108.70389,VN,1,Chu Lai International Airport,AS,airport,15.422222,small
HPH,106.727325,VN,1,Cat Bi International Airport,AS,airport,20.823315,medium
CXR,109.225,VN,1,Cam Ranh Airport,AS,airport,11.993611,medium
VCS,106.63333,VN,1,Co Ong Airport,AS,airport,10.371389,medium
YWJ,-123.5,CA,1,,NA,airport,65.166664,medium
DIN,103,VN,1,Dien Bien Phu Airport,AS,airport,21.383333,medium
DLI,108.37603,VN,1,Lien Khuong Airport,AS,airport,11.749689,small
DAD,108.20298,VN,1,Da Nang International Airport,AS,airport,16.055399,large
VVN,,PE,1,Malvinas Airport,SA,airport,,small
HAN,105.802826,VN,1,Noi Bai International Airport,AS,airport,21.214184,large
SQH,104.025,VN,1,Na-San Airport,AS,airport,21.218056,small
NHA,109.19666,VN,1,Nha Trang Air Base,AS,airport,12.227912,medium
HUI,107.700874,VN,1,Phu Bai Airport,AS,airport,16.398224,medium
UIH,109.22639,VN,1,Phu Cat Airport,AS,airport,13.766111,medium
PXU,108.00896,VN,1,Pleiku Airport,AS,airport,14.006346,medium
PQC,103.96324,VN,1,Phu Quoc Airport,AS,airport,10.223722,medium
PHA,108.95,VN,1,Phan Rang Airport,AS,airport,11.633333,small
PHH,108.066666,VN,1,Phan Thiet Airport,AS,airport,10.9,small
VKG,105.083336,VN,1,Rach Gia Airport,AS,airport,10.083333,medium
TBB,109.33972,VN,1,Dong Tac Airport,AS,airport,13.044167,medium
SGN,106.662476,VN,1,Tan Son Nhat International Airport,AS,airport,10.813045,large
VII,105.63333,VN,1,Vinh Airport,AS,airport,18.7,medium
VTG,107.09111,VN,1,Vung Tau Airport,AS,airport,10.374444,small
NYU,94.92832,MM,1,Bagan Airport,AS,airport,21.175343,small
BMO,97.25166,MM,1,Banmaw Airport,AS,airport,24.27389,small
TVY,98.2,MM,1,Dawei Airport,AS,airport,14.1,medium
NYT,96.201385,MM,1,Naypyidaw Airport,AS,airport,19.6225,small
GAW,94.13333,MM,1,Gangaw Airport,AS,airport,22.166668,small
GWA,94,MM,1,Gwa Airport,AS,airport,21,small
HEH,96.79341,MM,1,Heho Airport,AS,airport,20.743862,medium
HOX,94.916664,MM,1,Hommalinn Airport,AS,airport,24.866667,small
TIO,96,MM,1,Tilin Airport,AS,airport,20,small
KET,99.61667,MM,1,Kengtung Airport,AS,airport,21.3,medium
KHM,95.67965,MM,1,Kanti Airport,AS,airport,25.993513,small
KMV,94.05,MM,1,Kalay Airport,AS,airport,23.183332,small
KYP,93.53333,MM,1,Kyaukpyu Airport,AS,airport,19.433332,medium
KAW,98.51667,MM,1,Kawthoung Airport,AS,airport,10.05,medium
KYT,94.14411,MM,1,Kyauktu Airport,AS,airport,21.414576,small
LIW,97.21694,MM,1,Loikaw Airport,AS,airport,19.68861,medium
LSH,97.75,MM,1,Lashio Airport,AS,airport,22.966667,medium
MDL,96.0875,MM,1,Mandalay International Airport,AS,airport,21.940052,large
MGZ,98.61667,MM,1,Myeik Airport,AS,airport,12.45,medium
MYT,97.29889,MM,1,Myitkyina Airport,AS,airport,25.354168,medium
MNU,97.66067,MM,1,Mawlamyine Airport,AS,airport,16.444748,small
MGU,93.73889,MM,1,Manaung Airport,AS,airport,18.958332,small
MOE,96.65,MM,1,Momeik Airport,AS,airport,23.1,medium
MOG,99.26667,MM,1,Mong Hsat Airport,AS,airport,20.533333,medium
MGK,98.9,MM,1,Mong Tong Airport,AS,airport,20.283333,small
MWQ,94.94111,MM,1,Magway Airport,AS,airport,20.166668,small
NMS,97.75,MM,1,Namsang Airport,AS,airport,20.883333,medium
NMT,97.4,MM,1,Namtu Airport,AS,airport,23.083332,small
PAA,97.67833,MM,1,Hpa-N Airport,AS,airport,16.892778,small
PAU,94.51667,MM,1,Pauk Airport,AS,airport,21.45,small
BSX,94.78333,MM,1,Pathein Airport,AS,airport,16.8,small
PPU,97.45,MM,1,Hpapun Airport,AS,airport,18.066668,small
PBU,97.416664,MM,1,Putao Airport,AS,airport,27.333332,medium
PKK,95.10639,MM,1,Pakhokku Airport,AS,airport,21.343332,small
PRU,95.26861,MM,1,Pyay Airport,AS,airport,18.825,small
AKY,92.88028,MM,1,Sittwe Airport,AS,airport,20.130278,medium
SNW,94.30038,MM,1,Thandwe Airport,AS,airport,18.453876,medium
THL,99.95,MM,1,Tachileik Airport,AS,airport,20.45,medium
XYE,97.85,MM,1,Ye Airport,AS,airport,15.25,small
RGN,96.134155,MM,1,Yangon International Airport,AS,airport,16.900068,large
FBS,,US,1,Friday Harbor Seaplane Base,NA,seaplanes,,
UPG,119.54589,ID,1,Hasanuddin International Airport,AS,airport,-5.058312,large
MJU,118.833336,ID,1,Tampa Padang Airport,AS,airport,-2.5,small
BIK,136.10582,ID,1,Frans Kaisiepo Airport,AS,airport,-1.191919,medium
ONI,135.5,ID,1,Moanamani Airport,AS,airport,-3.333333,small
WET,135.83333,ID,1,Wagethe Airport,AS,airport,-4.166667,small
NBX,135.43333,ID,1,Nabire Airport,AS,airport,-3.366667,medium
ILA,133.73334,ID,1,Illaga Airport,AS,airport,-3.65,small
KOX,136.41667,ID,1,Kokonau Airport,AS,airport,-4.716667,small
ZRI,136.23334,ID,1,Serui Airport,AS,airport,-1.883333,small
TIM,136.88748,ID,1,Moses Kilangin Airport,AS,airport,-4.525666,medium
EWI,136.33333,ID,1,Enarotali Airport,AS,airport,-3.966667,small
AMI,116.10237,ID,1,Selaparang Airport,AS,airport,-8.563165,small
BMU,118.916664,ID,1,Muhammad Salahuddin Airport,AS,airport,-8.5,small
DPS,115.1675,ID,1,Ngurah Rai (Bali) International Airport,AS,airport,-8.748056,large
LOP,116.27667,ID,1,Bandara International Lombok Airport,AS,airport,-8.757322,medium
SWQ,117.41217,ID,1,Sumbawa Besar Airport,AS,airport,-8.489621,small
TMC,119.18306,ID,1,Tambolaka Airport,AS,airport,-9.340278,small
WGP,120.3,ID,1,Waingapu Airport,AS,airport,-9.666667,small
ARJ,140.78334,ID,1,Arso Airport,AS,airport,-2.933333,small
BUI,133.58333,ID,1,Bokondini Airport,AS,airport,-2,small
